id,name,age,marriage_status,gender,weight,height,hours_of_exercise,avg_daily_calories,diet_type,if_smokes,if_drinks,if_drugs,city,city_temperature,diseases_or_conditions,income,education_level
92265fca28324406a0a5f5e5e66e5695,Heather Small,34,divorced,male,98,160,1,777,protein_based,no,yes,yes,Paris,73,diabetes,506802,college
0c7ba8fbce774a58a0c88fe06ea857ea,Elizabeth Hawkins,28,widowed,female,111,157,8,451,other,no,no,no,Shanghai,17,none,341839,college
c38e3171ce8a41df91096c52358ca478,Shelley Norris,25,widowed,male,55,212,6,0,carb_rich,yes,no,yes,Dubai,72,diabetes,494087,high_school
436d844522664b1aa523accdc3c737ea,Christine Werner,33,divorced,female,46,140,16,2795,protein_based,no,yes,yes,Shanghai,52,heart_disease,683303,high_school
e0c99ab90e3541e68dc6d3b6d8b4a4b1,William Willis,55,divorced,female,73,159,18,3817,other,yes,yes,no,New York,6,heart_disease,743299,other
0b91768c8487408a8ea08b94c8063b8e,Maxwell Douglas,60,divorced,female,103,123,1,513,vegetarian,no,no,no,London,47,other,306648,high_school
fbf23425cb6e46e1a68f8d771e3fc17f,Veronica Baker,43,single,male,89,174,5,2873,carb_rich,yes,no,yes,Delhi,29,diabetes,785495,other
432e4503b7ae4de287adbfc03fc78ea2,Kim Young,46,widowed,male,66,165,1,3120,vegetarian,no,no,yes,Dubai,67,heart_disease,811641,high_school
e7183b2a88b94146af9e3672ac2820e6,Andrea Sanders,22,divorced,male,56,126,16,1984,protein_based,no,no,yes,London,99,heart_disease,427638,college
6b450e25edfd48c5a997ec70166fc92d,Madison Foster,52,widowed,female,58,190,24,3660,protein_based,yes,yes,yes,Delhi,11,other,944862,college
654a8cbbdd2e47d58301b178be8b1fff,Adam Jones,40,divorced,male,75,172,7,225,protein_based,no,yes,no,New York,21,other,872073,high_school
eafc3a821c3f4762a74c029e1640fd02,Andre Espinoza,24,divorced,male,47,162,17,2392,vegetarian,yes,no,no,Dubai,14,sugar_intolerance,953902,college
5624170b1f084ae0b015f21055cb809b,Clarence Newman,21,divorced,female,56,149,16,3631,other,yes,no,no,Paris,26,diabetes,771633,high_school
6364bf5c460142d2bf3dccbbaab27af5,Angela Fleming,36,widowed,male,49,195,21,1808,protein_based,no,no,yes,Shanghai,69,other,453781,high_school
cc4259f9f540469cb70e4d01228af321,Richard Chang,54,married,male,49,165,11,1894,vegetarian,no,no,no,London,27,sugar_intolerance,960871,other
7d32ebe6b12a4968bec382a3660cfdff,Kevin Weaver,33,divorced,female,84,167,0,745,vegetarian,no,no,yes,New York,80,diabetes,36637,high_school
414c7d5077db4d8da25577ce4619a34e,Joseph Flores,59,married,female,76,146,8,210,vegetarian,yes,yes,no,New York,59,sugar_intolerance,515915,university
652467d1d6844b86a3d0f0e698638781,Samuel Davis,45,married,male,104,148,21,1931,other,no,yes,no,Paris,98,sugar_intolerance,996428,other
adfde1ac603146e6bd2350e6862b1958,Rachel Vazquez,58,married,female,59,214,15,2338,carb_rich,yes,yes,no,Delhi,65,diabetes,956038,university
38694e756888451c92f35429d927fee0,Angela Miller,39,married,female,84,205,6,565,vegetarian,no,yes,yes,Dubai,96,other,691701,college
4b899b16b24b4617a2f3f455f6699e6e,Brandi Copeland,43,single,male,81,159,22,1779,protein_based,no,no,yes,Dubai,97,diabetes,558408,high_school
3a1c0fe3691248cdaae3ca082110191d,Dawn Murphy,38,married,female,104,186,6,1513,carb_rich,no,yes,yes,London,16,heart_disease,674833,other
d5a39985dd13432b8e1e4052c98b0b75,Tamara Owens,48,divorced,male,85,212,15,3399,carb_rich,yes,yes,no,Paris,82,other,412988,university
eb8c6f77f2594da7874467fafec3ced9,Mrs. Ellen Hill MD,29,widowed, ,62,188,13,1804,carb_rich,no,yes,no,Dubai,7,sugar_intolerance,498378,other
9b6282aeeffd4fafacb1cbd08cdf2a6b,Patricia Richardson,21,single,female,104,197,9,740,other,yes,yes,no,New York,83,none,110001,other
5f47e51c0ce143318651fcb0deefb9bb,Joshua Berg,23,widowed,male,55,206,4,63,carb_rich,no,yes,yes,New York,78,heart_disease,901343,college
5c278364f4cd46fea8a351b9c59885e5,Connie Lewis,33,widowed,female,98,179,13,705,carb_rich,yes,yes,no,Shanghai,20,sugar_intolerance,906873,high_school
4481a26abf304656868c073fa4e0f303,Suzanne Schneider,25,single,male,70,161,24,630,protein_based,no,yes,no,Paris,43,diabetes,668038,college
ff800b704941430282ff7eac85e4ea98,Christopher Cain,25,single,male,102,141,3,665,other,yes,no,yes,Delhi,66,sugar_intolerance,449717,college
1f816888ccf94b089e9783356e329f30,Mary Scott,39,divorced, ,107,125,24,320,other,yes,no,no,Shanghai,89,heart_disease,462178,university
eb92091383804da78256b5891e549f12,Elizabeth Greene,34,single,female,64,126,23,3097,other,no,no,yes,Shanghai,65,sugar_intolerance,176859,college
2a79a007d1b642e98f857688c7124d8b,Brandon Roberts,29,married,female,125,157,7,2844,other,yes,no,yes,Delhi,42,none,440532,college
8ba176dffa604dc4a2c07a69b3da8ec4,Ronald Turner,55,married,male,111,179,0,2389,vegetarian,no,no,no,Tokyo,97,diabetes,82448,college
9e828ea660484cd9bf9fcdaad0447551,Christina Young,35,widowed,male,109,153,13,1960,vegetarian,no,no,yes,London,48,other,268418,college
61b8a5241d574422bc6a80a85eac2397,Glenn Phelps,57,widowed,male,47,217,20,1796,other,no,yes,no,Shanghai,85,other,701351,university
bde49842bdba40558d093b7470303e2f,Terry Gonzalez,23,single,male,114,219,14,1496,protein_based,no,yes,yes,Dubai,20,heart_disease,759815,high_school
0af4d7ed96a9484eb2f625b5185d3820,Amy Robinson MD,20,married, ,86,143,21,2531,vegetarian,no,yes,no,New York,88,diabetes,830651,high_school
2a32cd5fc9af4f5ba1f0eb1a0e1ce89e,Melanie Payne,39,divorced,female,115,185,3,2241,protein_based,yes,no,no,Tokyo,30,heart_disease,741,high_school
6cbcb6070dc44ac7a2931d56a7d02179,Kenneth Shaw,27,widowed,female,103,172,18,2843,other,yes,no,no,New York,4,diabetes,222676,college
5f3ebbe7ba4840abaeaf7df005c89ccf,Belinda Pearson,36,married,male,69,127,18,3362,protein_based,yes,no,yes,London,43,other,282904,high_school
6cb719122b044ff9b4e4efb93fcb75bf,Jamie Jones,39,divorced,male,89,180,10,3361,vegetarian,yes,yes,yes,London,1,diabetes,745999,other
502a0e6f51c849d0b561004c642ab631,Louis Jimenez,48,married, ,86,123,9,3549,other,no,yes,no,Paris,2,other,344150,college
026bee32b778410ba35d3ee64db67941,Garrett Anderson,16,single,female,109,185,19,3746,vegetarian,yes,yes,yes,Dubai,24,other,716680,high_school
2af492af05a24613964fc825b772f788,Joshua Gross,46,single,male,48,166,17,3449,carb_rich,no,no,no,Paris,46,diabetes,986826,college
2601c01d29e04b73b840fe688e95278a,Eric Griffin,16,married,female,60,174,10,381,vegetarian,yes,yes,yes,London,72,none,79143,college
d867d086fb0248c394f98dc0bdff0116,Abigail Collins,21,single, ,103,154,17,83,protein_based,yes,no,no,Dubai,83,heart_disease,37378,other
a97110903e234001b0fbb6041ef930d8,Ashley Salazar,56,single,female,80,167,16,3910,other,no,no,no,London,96,other,890476,university
44623aad20964f928b164ae050f938ba,Michele Carlson,48,divorced,male,79,138,13,1625,protein_based,no,no,no,Dubai,53,sugar_intolerance,393006,university
dc163749c297480cba0ed1263645b629,Michael Brown,30,widowed,female,66,123,4,1345,vegetarian,no,no,no,Paris,16,none,768222,college
be58d378bb2047cdac9de38a7633993d,Jenna Thompson,58,widowed,male,76,166,21,3963,other,yes,no,yes,Delhi,46,none,69888,other
a9a2240ed1694db481fa2a8d77094576,Samuel Oconnell,21,widowed,male,85,148,13,1483,other,no,yes,yes,New York,99,other,704339,other
857e37a2469d4a1cadfe6defa175ac47,John Clark,36,single,female,77,143,24,2501,other,no,yes,yes,Dubai,44,other,254634,high_school
4d1ef957f4ad460b91aa71850ac8b91b,Kaitlyn Wilkins,16,single,male,58,158,20,166,protein_based,no,yes,no,Paris,6,other,191643,university
5ce5b10672bb4f79bd780b35239649be,Tyler Rodriguez,47,widowed,male,60,159,0,1078,carb_rich,yes,yes,no,Delhi,29,diabetes,598587,high_school
089337c22eb8439aaba3e0f572e86351,Rachel Rodriguez,18,divorced,female,102,151,16,1956,carb_rich,yes,no,no,Tokyo,53,sugar_intolerance,831175,other
49018ae7ea674d528e350ea0d5aa7de1,Monica Garcia,57,married, ,46,161,6,3288,vegetarian,yes,yes,yes,London,25,none,592258,high_school
697d5efe8ce74d2783fda0972a896ca9,Kristen English,30,single,female,55,163,12,3769,carb_rich,no,no,yes,Shanghai,23,none,515702,university
ccbca44fb23e4867b0744324eb1ff35a,Erica Davidson,45,married,female,94,199,16,1715,protein_based,no,yes,no,Paris,87,none,359153,university
94710d5930ed404e940309b187b15181,Leslie Coleman,55,widowed, ,70,152,21,1197,protein_based,yes,yes,yes,Delhi,6,other,652881,other
c66d6ac931cf42bf8eede3c3f1eb4af5,Andrew Berger,41,single,male,59,181,13,1492,protein_based,no,no,yes,Tokyo,93,none,610325,university
c7a5f3841ce343289c68aadbf941503e,Linda Campbell,39,single,male,114,166,7,974,protein_based,no,yes,yes,New York,67,diabetes,186741,high_school
ad6844caf3154790befa0fb796600382,Amber Fox,60,married,female,49,129,16,659,carb_rich,no,yes,yes,Dubai,3,none,926425,university
74099530c0574b9196c05e1420330d97,Rachel Gonzales,50,married,female,75,159,18,912,protein_based,no,yes,yes,Dubai,10,diabetes,291936,university
92aac1252a844fe6a552ced31a3c9932,Sheryl Ray,51,single, ,104,134,0,872,vegetarian,yes,yes,yes,Paris,27,sugar_intolerance,968475,college
b01395d00c40436b8915a72a0670d671,Megan Nichols,43,single,male,130,197,12,1749,protein_based,no,yes,yes,Delhi,90,diabetes,198006,college
95f4fb42db4b47339cd115fe2ff073b7,Victoria Glass,44,widowed,female,52,213,24,2252,carb_rich,no,no,yes,Delhi,80,other,41097,high_school
f93d193b49e543cda0334365595a70c7,Kenneth Cohen,55,divorced,female,122,219,14,2748,carb_rich,yes,yes,yes,Shanghai,73,diabetes,38733,other
0ec94d3f173b46259da4ffb938e271d7,Samantha Downs,16,widowed,female,74,184,13,2069,other,yes,no,yes,Delhi,22,diabetes,257339,college
170eceaf1fab4cb99215b6c8a7eab39e,Jermaine Long,53,divorced,female,50,176,23,640,carb_rich,no,no,yes,Tokyo,61,heart_disease,239344,college
6cc4c708b4984245add5ade82cefb72d,Christina Flores,30,married,male,50,145,19,1036,protein_based,yes,yes,no,Tokyo,29,none,792024,other
703ff7360518423a90015289ff46b4a2,Jordan Gordon,25,widowed,male,113,179,15,3655,carb_rich,yes,no,no,Shanghai,53,other,969694,high_school
4e0f68b0c414448dbab61b5251216001,Michael Gardner,31,divorced,male,53,207,19,2815,carb_rich,no,yes,yes,Delhi,50,sugar_intolerance,318797,college
699b217de8024d698994c2d6bf5913e7,Rachel Smith,41,widowed, ,83,179,23,2028,protein_based,no,no,no,London,31,other,343670,other
a8e145d104b8480a8dc50a19d7d025d7,Brian Velasquez,38,divorced,male,96,219,9,1686,protein_based,yes,no,no,Dubai,3,none,902540,other
758871c86b9a4e9b85670ea4fef2f54f,Laura Olson,34,divorced,female,52,209,10,3282,protein_based,no,no,no,Paris,76,sugar_intolerance,946514,college
d2f3dac0a64e42b9bc2f6233b133a2a5,Carrie Vaughn,25,married,male,92,138,19,552,protein_based,yes,no,no,Delhi,44,none,8968,other
a4241746c2be473fa6297eb6d4457b87,Lisa Vazquez,46,widowed,male,109,207,7,3255,other,yes,no,no,London,54,diabetes,439705,college
50aa83c7d4f0466f8be9ad5df7966d1b,Amy Page,21,divorced,male,53,138,11,643,vegetarian,no,no,no,Delhi,24,other,126324,university
f4e542ef58f04185975ee14a99b92d75,Lauren Sullivan,58,divorced,male,50,196,17,2793,protein_based,yes,yes,yes,Tokyo,33,sugar_intolerance,188725,other
33d6fdf26ea7468cabc1195044caedfc,Desiree Davis,20,married,male,46,190,0,912,other,yes,no,yes,Tokyo,51,sugar_intolerance,560416,college
2a79628189e246658f1ca98fdacc2f73,Erika Thomas,46,divorced,female,111,126,24,3209,vegetarian,no,no,no,New York,100,other,348437,college
ea2ac524a1634b928e3c066a36b2b612,Kathryn Good,25,single,female,56,124,12,2727,carb_rich,yes,no,no,New York,87,heart_disease,56437,high_school
99d3b2c049aa48c78868af1e4a9abd69,Zachary Foster,25,divorced,female,69,215,7,1034,other,yes,yes,yes,New York,57,sugar_intolerance,969509,university
32c2622c5b46428480f1828e35d03b98,Julie Alexander,60,divorced,male,70,185,14,2041,other,yes,no,no,Shanghai,67,none,985721,university
41beff8548194b2d87ed6791ca5c9c13,Patricia Green,58,divorced,male,56,220,9,1556,other,yes,no,no,Dubai,0,diabetes,687838,other
ae0fa1b49791495fb43a28731566a377,Nicole Cole,58,divorced,female,55,154,16,3587,protein_based,no,yes,no,Delhi,15,other,194984,high_school
004169b1b53d4ce5b7a37958b381e955,Kelly Holmes,24,divorced,female,88,121,6,1185,vegetarian,no,yes,yes,Paris,15,diabetes,23330,other
d1acdb0a4e69498b8672a30fe106ac86,Amber Nguyen,41,widowed,male,66,209,10,377,protein_based,yes,yes,no,Tokyo,100,sugar_intolerance,861938,high_school
228c875d6e424326b1cf6ca480f440ca,Sandra Floyd,34,divorced,female,84,129,0,1558,vegetarian,no,yes,no,Shanghai,2,sugar_intolerance,658775,college
86265ab6d11945488f7e315d61523de1,Derek Johnston,43,married, ,91,193,16,702,other,yes,no,yes,Shanghai,85,heart_disease,63368,other
f3b07bc56891457d84a8667a7d1e0254,Monica Barnes,27,married,male,113,158,15,3435,vegetarian,yes,no,no,Tokyo,85,diabetes,83439,university
de398821ac52499cb04b64d091173516,Kim Carpenter,56,single,female,65,175,21,1360,vegetarian,yes,yes,no,New York,73,sugar_intolerance,654289,college
7b5ba7429ac24a679be4d36d81d59de3,Jessica Murphy,59,single,female,63,157,0,139,protein_based,no,yes,yes,Paris,23,heart_disease,89082,other
de5cf5a8e6a040278ff403e526c5895c,Zachary Mercer,36,married,male,125,150,22,3515,protein_based,no,no,yes,Dubai,45,heart_disease,905344,university
a49fe199324d4b7f818bee7e83f29701,Lance White,53,widowed,female,104,185,10,3303,other,no,yes,yes,London,93,heart_disease,603977,high_school
38c0bc7ca9b9476dae2bffff4f67cc20,Charles Wheeler,32,widowed, ,62,199,8,2417,protein_based,no,yes,no,New York,47,none,124741,college
ce81205a573d4bc9b26e55cc2cca4475,Allison Noble,46,divorced,female,113,214,2,1224,other,no,yes,yes,Tokyo,29,heart_disease,764403,university
169bb4149aed407291e9956361b2e230,Brittany Lewis,48,married,female,56,176,18,194,carb_rich,yes,yes,no,Dubai,49,none,330270,other
cf3cf54796b446c08cec9cd29cfff5d3,Erin Hughes,34,widowed,male,115,145,13,1181,protein_based,yes,no,yes,Shanghai,42,diabetes,746710,high_school
775f5f4e4b9a4f00aa2ede6dfa743d02,Jacqueline Fox,35,widowed,male,96,220,10,1407,protein_based,yes,yes,no,Delhi,51,diabetes,139565,high_school
2221d888a92647a48d34ec22361b0a43,Tiffany Bennett,60,divorced,male,91,171,1,206,other,no,no,yes,New York,60,none,150344,high_school
3ebe33f8e4e64758b87864ce27ee6a48,Jamie Hudson,28,single,female,82,132,2,3623,vegetarian,no,yes,yes,New York,41,other,231513,other
d0cfd0a744aa43b588c7cc989fedf11a,John Thompson,21,widowed,male,49,202,2,1958,protein_based,yes,yes,yes,London,66,heart_disease,643756,high_school
feb3c70f8dfe4ed5a68afffe4755235a,Justin Leach,57,widowed,male,61,139,16,1194,carb_rich,yes,no,no,London,95,other,850574,college
4806644d854b4e5f9e1cd69f6bb8b65e,Michael Collins,43,single,female,120,200,6,1969,other,yes,yes,yes,Shanghai,28,other,424910,university
a1aa0259edb045f8b00bed8fc4129bb5,Miguel Hays,36,widowed,male,45,190,1,2724,carb_rich,no,no,yes,New York,3,heart_disease,575631,high_school
d493d714367c4445b2d6320b1ca82b56,David Hill,37,widowed,female,125,185,23,646,vegetarian,no,yes,no,Shanghai,0,diabetes,956004,college
454c45dc3bba4326bfb461348a7ee5f0,Jennifer Rice,52,widowed,male,62,211,7,448,other,yes,yes,no,Paris,41,sugar_intolerance,524511,other
2438a10421a148f4a22f7e852e17bd48,James Wolfe,26,single,female,57,157,17,1985,protein_based,no,no,yes,Dubai,92,sugar_intolerance,603455,college
04583321a4c64d7baafff0fa7eae6e46,Joshua Holden,18,married,male,53,156,14,1190,carb_rich,yes,yes,no,London,14,heart_disease,43921,university
41ba797e06ef409eb321ee8ef03a4996,Michael Martinez,55,married,female,98,213,9,2830,vegetarian,no,no,no,New York,31,heart_disease,878071,other
97be8374ff4c4e8f83a8b25db26e2cd7,Monique Ramirez,58,divorced,male,81,191,7,495,protein_based,yes,no,no,Delhi,4,other,438235,college
c1b6b252b05a406bbf35c12452c5100c,Sean Grimes,39,divorced,male,76,163,5,2716,protein_based,yes,yes,yes,London,89,other,617499,college
761e0140bdd54abe8a416419303a2ba8,Daniel Roman DDS,15,widowed,male,77,183,18,683,carb_rich,yes,yes,no,Shanghai,35,sugar_intolerance,20704,high_school
3e867b4c85a94ab9adf0b1e9ba44e3e5,Angela Mitchell,43,single,male,46,144,17,2915,protein_based,yes,yes,no,Shanghai,63,other,168300,other
eea2edf78fde408eb907d5c74fdfbb84,Eugene Mann,46,single,male,114,199,20,967,other,no,yes,no,Tokyo,36,sugar_intolerance,300961,university
cddaaef1e18e4e09800cd9f225e6442f,Teresa Miller,46,single,male,47,174,23,1834,vegetarian,no,no,yes,Dubai,64,diabetes,102057,college
e087fa473d51472e93b9e24eff9ab0ec,Kevin Salas,28,single,female,129,165,17,2313,other,yes,no,no,Dubai,71,other,207327,other
db7c6e103c8549268a324eb920c81eca,Carly Marshall,44,married,male,86,196,12,1188,carb_rich,yes,yes,no,Delhi,40,sugar_intolerance,242812,college
b75e01bd0e0d4bb1b21dc021e3cb82df,Melissa Kelly,37,divorced,female,85,138,20,2610,carb_rich,no,yes,no,New York,1,none,901594,high_school
7d0d4fe7093540028ba70095aa867e82,John Jacobs,19,single,female,49,220,23,2234,other,no,no,no,Dubai,25,heart_disease,578697,college
c846cfda2c674e22944ab25d4aaab223,Laura Madden,30,widowed,male,126,159,4,3869,protein_based,no,no,no,Shanghai,48,other,640890,university
244f4f47d3f24c0cb193404fe4bde0dc,Jeffrey Greene,24,married,female,100,185,23,507,carb_rich,no,no,yes,Tokyo,44,other,232123,university
f98228a0d072445e909d3a86a7bcf8fe,Jennifer Glass,23,single,male,49,161,12,2424,vegetarian,no,yes,no,Tokyo,43,diabetes,616269,high_school
907472fcedce4df6b003612ecb298ff6,Sarah Villegas,42,divorced,female,124,189,5,608,vegetarian,no,no,no,Shanghai,89,other,461729,university
e26b72287ddd48ecafdb90ace8d1cda4,Peter Turner,34,divorced,male,79,156,12,896,other,no,no,no,Dubai,92,diabetes,415843,university
d64efc44a9794f1a81258e3f78e4df24,Katherine Kelly,50,widowed,female,106,207,15,3514,other,no,no,yes,Shanghai,73,other,378549,other
330d5276375a4c48a27cec60686e24a2,Diane Warren,34,divorced,male,89,135,12,2704,carb_rich,yes,yes,yes,Shanghai,21,none,911817,college
b4d6be3239cc42a18dad16e8026c3c71,Aaron Richardson,60,divorced,female,92,123,18,1156,other,yes,yes,yes,Shanghai,100,other,938441,college
75c60c470ea2438798f05616ed403531,Charles Moore,47,married,female,91,170,24,2554,protein_based,no,no,yes,Dubai,27,none,155060,university
20495a0ffe764dbfbe4ace0fcacb123e,Alyssa Richardson,46,widowed,male,98,198,18,1757,carb_rich,yes,yes,no,London,97,none,461444,university
827a7985b4c14325800c12fe2c317c94,Wendy Barnes,27,widowed, ,127,173,0,1439,protein_based,yes,no,yes,Dubai,67,other,626817,university
f25c09daecee46fa8be7ae4f19f3c021,Dustin Haley,21,married,male,97,143,12,907,carb_rich,no,yes,no,New York,44,heart_disease,703058,high_school
f6da42c5584340f2bda472733cf2340f,Michael Lewis,54,widowed,male,71,175,19,3738,protein_based,yes,no,yes,Dubai,27,none,907819,university
5a22e79e23f84e73a3a81d4cea6f0d16,Caleb Pacheco,20,widowed,female,96,213,4,3110,protein_based,no,no,yes,London,56,other,61698,high_school
aeb6d340256645959b4b131a017630a9,Robert Roberts,24,married, ,79,205,19,2356,vegetarian,no,no,no,Shanghai,3,diabetes,656307,university
69dc2761b4ac43a48c6ab143e06894c0,Annette Jimenez,22,divorced,male,115,151,15,1572,vegetarian,yes,no,yes,Paris,38,other,416537,other
347ff211b95142f9b06475ff0e6cc558,Adriana Marshall,25,married,female,112,147,15,2408,carb_rich,no,no,no,Dubai,10,heart_disease,102464,college
3ca61befc44c495cbbfacfc80555cad3,Laura Hood,22,single,female,109,125,0,3382,other,yes,no,no,Dubai,7,other,922696,high_school
94129323aae7448092409a8faf71e8b2,Kristopher Vasquez,19,widowed,female,83,214,9,3940,other,yes,no,no,Paris,56,heart_disease,573173,college
77a0527ac0a64f909198d02a6934aba8,Rachel Mckee,48,widowed,male,88,214,0,3533,carb_rich,no,no,yes,Paris,42,none,971478,university
771eead853194649bfd6e4d4ac6b1a1e,Kyle Martinez,25,widowed,female,129,140,15,1867,carb_rich,no,yes,yes,London,92,none,517651,college
8bc6df1598a54bedbf79fe0e0cd16a71,Brendan Lewis,60,single,female,99,126,17,1407,carb_rich,no,no,yes,Paris,79,none,58659,other
70ed109eb88c410e8870718f668ec23c,Jessica Mendez,60,widowed, ,73,127,6,2639,protein_based,no,no,yes,Delhi,94,other,820471,college
a034f68dcae448ad9117185d50c45bab,Marvin Berg,43,single,female,94,198,1,2026,protein_based,no,no,yes,Tokyo,11,none,911672,other
3e29152987b941f4951c1aff1f0c6b92,Briana Watkins,20,divorced,female,51,138,14,2223,other,no,no,yes,Shanghai,81,heart_disease,256704,high_school
5793845878a34e658d6083f1f8be8c76,Todd Kent,48,married,female,126,151,11,1831,vegetarian,yes,no,no,Tokyo,47,heart_disease,663529,university
09a3dc6c5a484fe495a03f7498802f24,Shannon Meyer,26,married, ,92,174,9,1812,protein_based,yes,no,yes,Shanghai,44,heart_disease,944724,college
69bf6f8400c54807b7b31c2b451f0eae,Jennifer Jennings,32,married,male,104,136,18,831,vegetarian,yes,yes,yes,New York,89,other,845746,college
56374e57776649c4b210415dcf17d501,Cynthia Ware,42,widowed,female,112,198,11,2724,carb_rich,yes,no,yes,Tokyo,18,other,105778,university
e93fe305c0e14b22a46890e0db76ff11,Anna Barker,27,widowed,female,45,212,9,3144,protein_based,no,yes,no,New York,63,diabetes,260730,university
f37bd24a697b47528d8fd6b43e514afe,Harold Fox,36,married, ,88,173,11,1088,other,no,no,yes,Paris,3,heart_disease,414740,other
368bf50e8bd8401db60892221a865ff3,Danielle Thomas,56,single,male,117,128,1,1956,carb_rich,no,yes,no,Tokyo,89,diabetes,341698,other
36cfb6783e7e4295a45db148ba5313f5,Troy Taylor,35,divorced,female,115,193,13,1481,protein_based,yes,yes,yes,Delhi,44,diabetes,179259,college
8dba7b86f644403aaeca1c32489c5b8d,Samantha Kirby,22,single,male,109,174,20,2703,protein_based,no,no,no,Paris,9,sugar_intolerance,962080,high_school
a86da22fadd342d496d9ccb67e1e2983,Steven Williams,19,married,male,65,149,6,3916,vegetarian,yes,yes,no,London,61,none,397631,other
5426a39db1b8471d8982610a2126f7f4,Parker Newman,54,single,female,57,133,15,3736,protein_based,no,no,no,Shanghai,35,heart_disease,481221,college
f16f67a2feb74474a37556beb4580b5e,Mariah Bowen,20,single,female,48,199,19,60,protein_based,yes,no,yes,London,51,sugar_intolerance,352225,high_school
663a14a790c6451c8eb5a4c78444361c,Elaine Sims,49,married,female,104,166,1,1432,other,yes,yes,yes,London,39,heart_disease,575590,high_school
c4d3c1a44d4c4bdc9606bb1429b31580,Michelle Mccarty,44,married,male,72,154,20,2229,vegetarian,no,yes,no,Dubai,12,heart_disease,468988,high_school
d0c87185fbf64ee98325683ef1786cba,Matthew Baker,16,married,female,69,131,0,1901,vegetarian,yes,no,no,Dubai,52,sugar_intolerance,342080,university
97f1af35c3dd4531b3a7f899197d9a8a,William Phillips,20,widowed,male,45,174,2,2946,carb_rich,no,yes,yes,Shanghai,39,other,79409,college
03e5629a57474d68aea5051c5eeb97c8,Megan Dawson,50,single,female,106,152,11,703,other,no,no,yes,Paris,44,diabetes,490576,other
964ebe59fe7f4c69b61538adaf23069f,Christopher Brown,29,divorced,male,51,133,11,1585,carb_rich,yes,yes,yes,Paris,1,sugar_intolerance,665854,high_school
1e816d667f60447693c857fc1f683b3e,Susan Smith,51,married, ,77,199,4,2873,protein_based,no,yes,no,Paris,7,other,461148,high_school
95616b81b01647bd924b64d422fefd5f,Debbie Thompson,18,single, ,89,145,6,3806,other,no,yes,yes,Tokyo,41,diabetes,142502,other
c9e60a79f5974b3aafdd2cdf572be3fc,Mark Obrien,16,widowed,female,58,220,12,3882,other,yes,no,no,Shanghai,54,other,183759,college
8faa540dab5d4dc48c258c7eb23593d2,Jessica Norris,15,divorced,female,73,193,8,26,vegetarian,no,no,yes,Tokyo,93,sugar_intolerance,195159,university
b00a1c6f579d4b96beefaacdcd460b7f,Caitlin Brown,57,married,female,124,148,23,1875,protein_based,yes,no,yes,Shanghai,67,heart_disease,983580,college
44296d014b504989ae20a932d16eebe9,Amanda Frazier,47,divorced,male,52,150,2,3900,carb_rich,no,no,no,Shanghai,97,none,293441,college
e9ba4bbd92fe4ab697deda761714026a,Roy Adams,31,married,male,73,137,1,576,protein_based,no,no,no,Paris,16,none,218951,other
c367ad27a426477aab2e885fa850e8f5,Johnny Ryan,31,divorced,male,80,142,13,3659,other,yes,yes,yes,Delhi,26,sugar_intolerance,175197,other
78163c7e12ba4263a06aa5f95cbced6f,Lisa Hernandez,30,single,female,108,197,6,3353,protein_based,no,no,yes,Tokyo,97,heart_disease,838033,college
8174f4a12eab4ce78995bb19816739a6,Jeffrey Jones,22,divorced,male,111,155,2,1125,protein_based,no,no,yes,Shanghai,84,diabetes,59864,university
1f7b9571a2ea470f9171150234ef5512,Rachel Stevens,42,widowed, ,105,180,8,2471,carb_rich,yes,yes,no,Shanghai,44,sugar_intolerance,82953,high_school
d551aa6f252846ecaa7aae5e28ef8fe0,Benjamin Wallace,28,divorced,male,109,174,11,631,carb_rich,no,yes,yes,London,31,other,986992,university
9ba351cbe3a248d9a5d7565139a608da,Rachel Rangel,60,married,female,74,170,24,2693,vegetarian,yes,yes,yes,Dubai,15,none,731107,high_school
f43738c22f164aa391c64b02c3f14dba,Lynn Mahoney,35,widowed,male,90,194,13,3278,vegetarian,no,yes,no,Paris,32,heart_disease,603481,university
8065c74f48ad4e17a16a5affc650060a,Daniel Lewis,55,single,female,118,210,7,3322,other,yes,no,yes,New York,60,diabetes,456836,college
e6570632039e4fa38d216e07276eb889,Priscilla Hoover,38,single,female,45,177,11,539,protein_based,yes,yes,yes,Paris,45,heart_disease,283043,university
c8db9d284cf447d689e34fdbf543b434,Tricia Hubbard,40,single,female,59,174,19,717,other,yes,no,no,Shanghai,6,sugar_intolerance,700525,university
64b0f7eca2b64a3890e84d8789501efe,Haley Quinn,19,widowed,female,98,143,0,2338,carb_rich,yes,no,no,Dubai,73,other,716713,other
9f9e5e7ab0d549a89987754c7627fd7b,Jon Weaver,23,widowed,female,61,162,0,944,carb_rich,no,no,no,Dubai,26,sugar_intolerance,493,high_school
9d16aa7d0257451988a316ddd2f012b9,Tamara Craig,40,widowed,male,107,187,19,328,vegetarian,no,no,no,New York,47,diabetes,854501,other
bc26251e98c148d3b6bfaf582d15848d,Charles Woods,47,divorced,female,113,203,0,3719,vegetarian,no,yes,yes,London,84,sugar_intolerance,977177,university
